,text,first_name,last_name,gender,archetype,label,count,max_proper_mention,poss,agent,patient,mod
4440396,"Who knows better than Sabrina Bryan of The Cheetah Girls what it's reallylike to be famous? In this addictive new novel, Sabrina teams up with popular author Julia DeVillers to tell the story of an ordinary girl with an extraordinary secret....
Life in southern California is not at all like Avery expected. She feels invisible at her new high school, her parents are always working, and her only friends are on MySpace. If only her life was like the celebrities she reads about online....
When she's mistaken on MySpace for a rising pop star's assistant, Avery scores an invite to a glamorous Hollywood party and snaps a photo of a young starlet with her secret new beau. Eager to share her juicy scoop, Avery starts a blog, the Princess of Gossip, and the next thing she knows, she's the new gossip girl to watch. Suddenly she's getting the inside scoop on celebrity sightings, and designers are sending her their hottest clothes and accessories in the hopes of scoring a mention on her blog. When Avery shows up at school in her exclusive fashion swag, even Cecilia, the most popular girl in their class, takes notice.
Then celebutante playboy Beckett Howard sees Avery wearing one of his father's designs and asks her out. The Princess of Gossip's true identity is still a secret, but when the paparazzi catch Avery and Beckett on a date, Cecilia gets jealous. There's only room for one it girl at school. Can the Princess of Gossip hold onto her crown?",Gossip,,other,None,NONE,5,Princess of Gossip,[],[],"[('picked', 1), ('read', 1), ('got', 1)]","[('book', 1)]"
18333898,"Bonus novella included: Crossing the Line.
Acclaimed author Katie McGarry returns with the knockout new story of two high school seniors who are about to learn what winning really means.
Champion kickboxer Haley swore she'd never set foot in the ring again after one tragic night. But then the guy she can't stop thinking about accepts a mixed martial arts fight in her honor. Suddenly, Haley has to train West Young. All attitude, West is everything Haley promised herself she'd stay away from. Yet he won't last five seconds in the ring without her help.
West is keeping a big secret from Haley. About who he really is. But helping her-fighting for her-is a shot at redemption. Especially since it's his fault his family is falling apart. He can't change the past, but maybe he can change Haley's future.
Hayley and West have agreed to keep their relationship strictly in the ring. But as an unexpected bond forms between them and attraction mocks their best intentions, they'll face their darkest fears and discover love is worth fighting for.",Haley,,female,Lover,BELONGING,42,Haley,"[('uncle', 2), ('honor', 1), ('help', 1), ('future', 1), ('life', 1), ('father', 1), ('family', 1), ('mouth', 1), ('opinion', 1), ('sympathy', 1)]","[('knows', 2), ('swore', 1), ('set', 1), ('stop', 1), ('has', 1), ('promised', 1), ('stay', 1), ('decided', 1), ('allow', 1), ('have', 1)]","[('promised', 1), ('follow', 1), ('left', 1), ('bring', 1), ('know', 1)]","[('strong', 2), ('champion', 1), ('character', 1), ('smart', 1), ('worth', 1), ('awesome', 1), ('capable', 1), ('selfless', 1)]"
24585195,"Madeline Usher has been buried alive. The doomed heroine comes to the fore in this eerie reimagining of Edgar Allan Poe's classic short story ""The Fall of the House of Usher."" Gothic, moody, and suspenseful from beginning to end, The Fallis literary horror for fans of Miss Peregrine's Home for Peculiar Childrenand Asylum.
Madeline awakes in a coffin. And she was put there by her own twin brother. But how did it come to this? In short, non-chronological chapters, Bethany Griffin masterfully spins a haunting and powerful tale of this tragic heroine and the curse on the Usher family. The house itself is alive, and it will never let Madeline escape, driving her to madness just as it has all of her ancestors. But she won't let it have her brother, Roderick. She'll do everything in her power to save him--and try to save herself--even if it means bringing the house down around them.
With a sinister, gothic atmosphere and relentless tension to rival Poe himself, Bethany Griffin creates a house of horrors and introduces a whole new point of view on a timeless classic. Kirkus Reviewspraised it in a starred review as ""A standout take on the classic haunted-house tale replete with surprises around every shadowy corner.""",Madeline,Usher,female,Hero,MASTERY,18,Madeline,"[('brother', 2), ('connection', 2), ('ancestors', 1), ('power', 1), ('perspective', 1), ('life', 1), ('randomly', 1), ('affliction', 1)]","[('awakes', 1), ('escape', 1), ('let', 1), ('do', 1), ('try', 1)]","[('buried', 1), ('put', 1), ('driving', 1), ('save', 1)]",[]
10381283,"Lia Kahn was perfect: rich, beautiful, popular--until the accident that nearly killed her. Now she has been downloaded into a new body that only looks human. Lia will never feel pain again, she will never age, and she can't ever truly die. But she is also rejected by her friends, betrayed by her boyfriend, and alienated from her old life.
Forced to the fringes of society, Lia joins others like her. But they are looked at as freaks. They are hated... and feared. They are everything but human, and according to most people, this is the ultimate crime--for which they must pay the ultimate price.",Lia,Kahn,female,Outlaw,MASTERY,12,Lia,"[('friends', 1), ('boyfriend', 1), ('life', 1)]","[('die', 2), ('feel', 1), ('age', 1), ('joins', 1)]","[('killed', 1), ('downloaded', 1), ('rejected', 1)]","[('perfect', 1), ('rich', 1), ('beautiful', 1)]"
25782490,"Is the possibility of fulfilling your heart's desire worth the risk of breaking it?
Fourteen-year-old Linus Lightman is understandably reluctant to trust his newest foster family, the Nelsons, after he's bounced through the system since being being taken from his neglectful mother. He's certain they will reject him when they find out he's gay, and getting to know them will only lead to hurt later. Trying to cope, he builds a friendship with Kevin Mapleton, and it quickly grows into romance, despite Linus's fears. Then a video of Linus and Kevin having sex is posted online, and Linus knows from past experience exactly what's going to happen. This sort of scandal will cost him his new home and Kevin's love, snatching away his fragile hopes of belonging.",Kevin,Mapleton,male,Lover,BELONGING,8,Kevin,"[('love', 1)]",[],"[('meets', 1)]",[]
33797111,"Gem has never known what it is to have security. She's never known an adult she can truly rely on. But the one constant in her life has been Dixie. Gem grew up taking care of her sister when no one else could: not their mother, whose issues make it hard for her to keep food on the table, and definitely not their father, whose intermittent presence is the only thing worse than his frequent absence. Even as Gem and Dixie have grown apart, they've always had each other.
When their dad returns home for the first time in years and tries to insert himself back into their lives, Gem finds herself with an unexpected opportunity: three days with Dixie--on their own in Seattle and beyond. But this short trip soon becomes something more, as Gem discovers that that to save herself, she may have to sever the one bond she's tried so hard to keep.",Gem,,female,Caregiver,STABILITY,27,Gem,"[('life', 1), ('sister', 1), ('share', 1), ('shoulders', 1)]","[('have', 2), ('known', 1), ('rely', 1), ('grew', 1), ('grown', 1), ('finds', 1), ('discovers', 1), ('takes', 1), ('has', 1), ('made', 1)]","[('known', 1), ('finds', 1), ('save', 1), ('tried', 1), ('treats', 1), ('appreciated', 1)]","[('responsible', 1), ('free', 1), ('character', 1)]"
12074377,"Sixteen-year-old Trinity Monsour wants nothing more than to live a normal life. But that isn't as easy as it seems. Trinity is different. She is special. She sees visions, and for those she's seen, it's already too late.
Trinity arrives on her aunt's doorstep in New Orleans with virtually no knowledge of her mysterious heritage. She begins settling into life at a new school and even starts making friends. But all too quickly her dreams accelerate; twisted, terrifying visions of a girl locked in a dark room. And when the head cheerleader, Jessica, goes missing, Trinity knows she has no choice but to step forward with what she's seen.
But people believe that Trinity has information about Jessica's disappearance not because of a dream, but because she is involved. She iskind-of dating Jessica's ex-boyfriend, Chase, and Jessica didpull a nasty prank on Trinity. Revenge seems like the likeliest scenario.
Nothing prepares Trinity for the dark odyssey that ensues while searching for Jessica, including the surprising romance she finds with Chase, or the shocking truths she learns, not just about the girl who has gone missing, but the past that has been hidden from her.",Jessica,,female,Everyman,BELONGING,11,Jessica,"[('ex', 2), ('disappearance', 1), ('game', 1)]","[('goes', 1)]","[('taken', 1), ('found', 1)]",[]
31085274,"Six months ago, Princess Sorrowlynn stood beside Prince Golmarr to defeat the glass dragon. But when the prince almost killed her after inheriting the dragon's curse of hatred, he went into hiding to keep Sorrow safe . . . from himself.
Now the princess has been training to become a great warrior, with the hope of finding Golmarr. But her search proves difficult when she discovers she has been wed to the prince of an enemy kingdom. Desperate to end her forced marriage and be reunited with her true love, Sorrow must find a way to escape her captor husband. But there's just one more dangerous obstacle in her way. A two-headed dragon is hunting her and will stop at nothing until she is dead.
Can Sorrow summon the courage to wield the only sword that can defeat the beast and save her world from the destruction of the dragon's curse?",Prince,Golmarr,male,Lover,BELONGING,3,Golmarr,[],[],"[('finding', 1)]",[]
17790500,"Since he drowned, Henry has remained with the same group of teenagers and he keeps wondering why. After all, what could he possibly have in common with a Mohawk-sporting punker from the 80s, a roller skater from the 70s with a thing for kimonos, and an English ""rocker"" from the 60s? Add to that, Henry can hear the other groups but he never sees them. Soon, Henry learns that his new friends all possess unique skills for making themselves noticed by the living. Is Henry's group kept isolated because of their abilities? If so, are they considered gifted or seen only as a potential bad influence?
Before Henry can reach any conclusions, he witnesses his sister being kidnapped. He knows who did it, where she's being held and what will happen if the kidnappers don't get what they want. As the police chase false leads, Henry comes to realize that he's his sister's only hope. But for Henry to even have a chance, he has to convince a group of teenagers that dead doesn't mean helpless.",Henry,,male,Hero,MASTERY,77,Henry,"[('sister', 10), ('friends', 3), ('family', 3), ('group', 2), ('death', 2), ('life', 2), ('fate', 1), ('surroundings', 1), ('state', 1), ('desperation', 1)]","[('keeps', 2), ('have', 2), ('sees', 2), ('remained', 1), ('hear', 1), ('learns', 1), ('reach', 1), ('witnesses', 1), ('knows', 1), ('comes', 1)]","[('found', 1), ('help', 1), ('finds', 1), ('take', 1), ('follows', 1), ('separated', 1)]","[('hope', 1), ('character', 1), ('confused', 1)]"
16068930,"Abi Saunders might be a kickboxing champion, but when it comes to being the center of attention, she'd rather take a roundhouse kick to the solar plexus any day. So when her trainer convinces her to audition to be the stunt double for hot teen starlet Tilly Watson, Abi is shocked--and a little freaked out--when she gets the job.
Being a stunt double is overwhelming, but once the wig and makeup are on, Abi feels like a different person. Tilly Watson, to be exact. And when Tilly's gorgeous boyfriend, Jon, mistakes Abi for the real star, Abi's completely smitten. In fact, she's so in love with her new life, it isn't long before she doesn't have time for her old one.
But when the cameras are turned off, will she discover running with the Hollywood A-list isn't quite the glamorous existence she thought it was?",Abi,,female,Everyman,BELONGING,72,Abi,"[('friends', 5), ('life', 2), ('stutter', 2), ('trainer', 1), ('one', 1), ('idol', 1), ('family', 1), ('coach', 1), ('movie', 1), ('costume', 1)]","[('have', 2), ('has', 2), ('feel', 2), ('whined', 2), ('take', 1), ('gets', 1), ('feels', 1), ('discover', 1), ('thought', 1), ('agreed', 1)]","[('mistakes', 2), ('convinces', 1), ('shocked', 1), ('offered', 1), ('encouraged', 1), ('transformed', 1), ('transform', 1), ('uses', 1), ('treat', 1)]","[('champion', 1), ('surprised', 1), ('whiny', 1), ('bitchy', 1), ('kick', 1), ('quick', 1), ('insecure', 1), ('weak', 1)]"
13414871,"And . . . action! As the uproarious trio returns, sensitive Sean takes the spotlight -- scripting a low-low-budget film while fielding unexpected female fans.
Coop is cooking up another sure-misfire scheme (big surprise), and this time the comedy plays out from Sean's point of view. What's the new master plan? Making a cheapo horror movie guaranteed to make Coop, Sean, and Matt filthy rich! It's a terrible idea, and Sean knows it. But he actually is desperate for cash -- and for a way to wipe that big fat L off his girlfriend-less forehead. But when he agrees to write a script about the attack of zombie-vampire humanzees, he has no idea just how powerful a chick magnet this movie will be. Suddenly Sean is juggling not one but three interested ladies. There's his accidental-girlfriend-turned-psychotic-stalker, Evelyn. There's the wicked hot actress from drama class, Leyna, who seems willing to do anything to land the starring role. And even his twin sister's gothed-out best friend, Nessa, is looking at Sean in a whole new way. Will any of them wind up as Sean's true leading lady? Will Sean stop being a doormat and finally start calling the shots?",Sean,,male,Everyman,BELONGING,45,Sean,"[('sister', 4), ('turn', 2), ('parents', 2), ('point', 1), ('forehead', 1), ('Evelyn', 1), ('lady', 1), ('friends', 1), ('own', 1), ('house', 1)]","[('takes', 1), ('knows', 1), ('agrees', 1), ('has', 1), ('juggling', 1), ('stop', 1), ('start', 1), ('gave', 1), ('wanted', 1), ('share', 1)]","[('make', 1), ('talked', 1), ('love', 1)]","[('desperate', 1), ('entertaining', 1), ('follower', 1), ('cautious', 1), ('nerdy', 1), ('anxious', 1), ('example', 1)]"
25567608,"The Norns think they've won,
but it's hard to control a teenager,
let alone a powerful one...
Raine Cooper's life should be perfect. She's an Immortal Seeress, most likely to be elected Prom Queen, and envied by the girls at Kayville High for dating the dreamy quarterback, Torin St. James. Instead, she's haunted by the smug facial expressions the Norns' wore during their last meeting.
As a Norn-In-Training, Raine crossed the line long ago when she sided with the Valkyries and Mortal Witches. When the Norns return with demands of their own, Raine feels trapped. Torin tries to convince her that the Norns are manipulating her, but she refuses to listen. At least until the Norns' demands focus on someone she loves. When Raine refuses to cooperate with them, their punishment is swift and gut-wrenching, turning her pain into fury.
Raine plots revenge on a massive scale and makes deals with unsavory allies. Her goal? Total destruction of the entire Norn race. Raine's only hope of salvation is Torin, but how much will he sacrifice to save her?",Norn,,other,None,NONE,4,the Norns,"[('demands', 1)]","[('think', 1), ('manipulating', 1)]",[],[]
18465577,"A twisty story about love, loss, and lies, this contemporary oceanside adventure is tinged with a touch of dark magic as it follows seventeen-year-old Wendy Darling on a search for her missing surfer brothers. Wendy's journey leads her to a mysterious hidden cove inhabited by a tribe of young renegade surfers, most of them runaways like her brothers. Wendy is instantly drawn to the cove's charismatic leader, Pete, but her search also points her toward Pete's nemesis, the drug-dealing Jas. Enigmatic, dangerous, and handsome, Jas pulls Wendy in even as she's falling hard for Pete. A radical reinvention of a classic, Second Star is an irresistible summer romance about two young men who have yet to grow up--and the troubled beauty trapped between them.",Wendy,Darling,female,Lover,BELONGING,158,Wendy,"[('brothers', 21), ('parents', 4), ('journey', 3), ('search', 3), ('friends', 2), ('life', 2), ('grief', 1), ('bag', 1), ('story', 1), ('two', 1)]","[('missing', 3), ('falling', 2), ('goes', 2), ('takes', 2), ('falls', 2), ('know', 2), ('grew', 2), ('finds', 2), ('chases', 2), ('decided', 2)]","[('leads', 3), ('drawn', 3), ('follows', 2), ('points', 2), ('pulls', 2), ('keep', 2), ('keeps', 1), ('visit', 1), ('take', 1), ('swept', 1)]","[('easy', 1), ('smitten', 1), ('child', 1), ('able', 1), ('student--', 1), ('sure', 1), ('type', 1), ('intelligent', 1), ('good', 1), ('smart', 1)]"
10793588,"Rose Hathawayova se topi v problemech. Jeji uzasny ucitel Dimitrij jako by ji prehlizel, Mason ji naopak zavaluje milostnymi navrhy, ktere ona nechce prijmout, a navic na akademii zautocili smrtonosni Strigojove! Skola je plna strazcu, prijizdi dokonce i Rosina matka Janine. Nic z toho vsak nestaci, a tak se studenti i profesori vydavaji na vanocni prazdniny do Idaha, kde snad budou v bezpeci. V luxusnim horskem stredisku maji vsechno, na co si vzpomenou. Chybi jen to nejdulezitejsi - jistota, ze je Strigojove nenajdou a neznici. Tri studenti se proto vydavaji zpet do akademie, aby se Strigoji svedli konecny a vitezny souboj. Kdyz se to dozvi Rose, vyrazi za nimi, aby jim pomohla. Nema ale nejmensi tuseni, ze se ocitla v takovem nebezpeci, jake si do te doby ani neumela predstavit. A jedinym jejim ochrancem je Christian...",se,ocitla,other,None,NONE,2,Rose Hathawayova,[],[],"[('dozvi', 1)]",[]
6631202,"Hamlet Kennedy just wants to be your average, happy, vanilla eighth grader. But with Shakespearean scholar parents who dress in Elizabethan regalia and generally go about in public as if it were the sixteenth century, that's not terribly easy. It gets worse when they decide that Hamlet's genius seven year-old sister will attend middle school with her-- and even worse when the Shakespeare project is announced and her sister is named the new math tutor. By the time an in-class recitation reveals that our heroine is an extraordinary Shakespearean actress, Hamlet can no longer hide from the fact that she--like her family--is anything butaverage. In a novel every bit as funny as her debut, Erin Dionne has created another eighth grader whose situation is utterly unique--but whose foibles and farces will resound with every girl currently suffering through middle school.",Hamlet,Kennedy,female,Everyman,BELONGING,92,Hamlet,"[('genius', 3), ('school', 3), ('parents', 3), ('story', 2), ('teachers', 2), ('sister', 2), ('invisibility', 1), ('type', 1), ('frustrations', 1), ('family', 1)]","[('wants', 3), ('has', 3), ('finds', 2), ('needs', 2), ('came', 2), ('thought', 2), ('feels', 2), ('hide', 1), ('faces', 1), ('proved', 1)]","[('take', 1), ('embarrass', 1), ('learn', 1), ('call', 1)]","[('character', 2), ('schooler', 1), ('girl', 1), ('desperate', 1)]"
17698036,"Just hours after Joy and Tanner's daughter is born, Tanner finds himself in a world where Joy doesn't know him and their baby doesn't exist. But when he thinks he has found the source of the magic that has undone reality, a heartsore Maddie makes a wish that alters history even further. With time now growing short for Tanner, he must try to win Joy's trust and convince her that they have a future together--even though their past has vanished.
As the fabric of reality begins to fray, an old enemy arises amid the chaos... and Joy and her Ash Grove friends find themselves fighting to save the world as they know it. This thrilling sequel to The Shadow and the Rose and Casting Shadows will keep readers guessing as it races toward its astonishing conclusion.",Joy,,female,Hero,MASTERY,19,Joy,"[('friends', 2), ('father', 2), ('daughter', 1), ('trust', 1), ('family', 1), ('maturity', 1)]","[('know', 1), ('exist', 1), ('find', 1), ('show', 1), ('recognise', 1), ('expecting', 1), ('has', 1)]","[('convince', 1), ('meant', 1)]",[]
18248345,"In this dystopian sequel to The Forsaken, Alenna has survived the brutality of life on the wheel--and now she's going back for more.
Alenna escaped. It was expected that she would die on the wheel, the island where would-be criminals are sent as directed by the UNA--the totalitarian supercountry that was once the United States, Mexico, and Canada. But Alenna and her boyfriend, Liam, made it to safety. Except safety, they will soon learn, is relative.
In order to bring down the UNA, they must first gain control of the wheel. If the mission succeeds, the wheel will become a base of revolution. But between betrayals, a new Monk leading a more organized army of Drones, and the discovery of a previously unknown contingent, Alenna, Liam, and their allies might be in over their heads. One thing Alenna knows for sure: There will be a reckoning. And not everyone she loves will make it out alive.",Alenna,,female,Outlaw,MASTERY,9,Alenna,"[('boyfriend', 1)]","[('going', 2), ('survived', 1), ('escaped', 1), ('die', 1), ('made', 1), ('knows', 1), ('loves', 1)]",[],[]
1443226,"My name is Susannah Simon, and I am a mediator--a liaison between the living and the dead. If you think this gets in the way of my attempt at a normal sixteen-year-old, you'd be right. You try going to the mall while constantly being accosted by the undead.
Not that this is a bad thing all the time. Like, for example, when I discovered my bedroom is haunted by Jesse, the ghost of a nineteenth-century hottie. While I haven't made much progress with him (only one kiss so far), I remain optimistic. Jesse's inexplicable resistance to my charms is not my only obstacle, though: There's this other guy. A live one, who has the same gift of gab with the undead I have. In the same way I'm after Jesse, this guy is after me. And he knows hot to send Jesse to the Great Beyond. For good.",Jesse,,male,Lover,BELONGING,4,Jesse,"[('resistance', 1)]","[('haunted', 1)]","[('send', 1)]",[]
25817089,"In the ninth chapter book in the New York Times-bestselling series, Amelia Bedelia and her friends at school explore different jobs and careers and think about what they want to be when they grow up! Amelia Bedelia is especially curious about her own father's line of work. If he spends the day pitching to a client, does that mean he plays a lot of baseball?
The Amelia Bedelia chapter books star Amelia Bedelia as a young girl and feature funny family and friendship stories just right for fans of Judy Moody and Ivy + Bean. The Amelia Bedelia books have sold more than 35 million copies since we first met the iconic character in 1963!",Amelia,Bedelia,female,Explorer,INDEPENDENCE,7,Amelia Bedelia,"[('friends', 1), ('father', 1)]","[('explore', 1), ('think', 1)]",[],"[('curious', 1)]"
31450580,"Sixteen-year-old Echo Stone awakens in a cold sweat in a dark room, having no idea where she is or how she got there. But she soon finds out she's in Middle House, an orphanage filled with mysteriously troubled kids.
There s just one problem: she s not an orphan. Her parents are very much alive.
She explains this to everyone, but no one will listen. After befriending a sympathetic (and handsome) boy, Echo is able to escape Middle House and rush home, only to discover it sealed off by crime scene tape and covered in the evidence of a terrible and violent crime. As Echo grapples with this world-shattering information, she spots her parents driving by and rushes to flag them down. Standing in the middle of the street, waving her arms to get their attention, her parents' car drives right through her.
She was right. Her parents are alive but she's not.
She's a ghost, just like all the other denizens of Middle House. Desperate to somehow get her life back and reconnect with her still-alive boyfriend, Echo embarks on a quest to solve her own murder. As the list of suspects grows, the quest evolves into a journey of self-discovery in which she learns she wasn't quite the girl she thought she was. In a twist of fate, she s presented with one last chance to reclaim her life and must make a decision which will either haunt her or bless her forever.",Echo,,female,Explorer,INDEPENDENCE,94,Echo,"[('parents', 5), ('boyfriend', 5), ('life', 2), ('feelings', 2), ('arms', 1), ('murder', 1), ('death', 1), ('recall', 1), ('discovery', 1), ('actions', 1)]","[('thought', 3), ('got', 2), ('learns', 2), ('became', 2), ('awakens', 1), ('finds', 1), ('s', 1), ('explains', 1), ('listen', 1), ('spots', 1)]","[('presented', 1), ('haunt', 1), ('bless', 1), ('see', 1), ('got', 1), ('told', 1), ('forced', 1), ('turned', 1)]","[('ghost', 2), ('girl', 2), ('orphanage', 1), ('able', 1), ('right', 1), ('dead', 1), ('determined', 1)]"
6361376,"Jojo's back, released from jail, and people are tense and afraid all over again. They wonder if his friends will start showing up again. They wonder if they'll be walking down the street one day and they'll run into Jojo and Jojo will give them attitude or shove them around, just for fun. Jojo's friends have a way of making it hard--really hard--on people who decide to press charges against Jojo. Those people just wish Jojo would go away and never come back. Then there are the people who have hate in their hearts. These people wish something bad would happen to Jojo. Something really bad. Ardell Withrow is one of those people.",Jojo,,male,Ruler,STABILITY,28,Jojo,"[('friends', 2), ('back', 1), ('are', 1), ('life', 1), ('time', 1), ('mother', 1), ('girlfriend', 1), ('baby', 1), ('crime', 1), ('house', 1)]","[('seems', 2), ('go', 1), ('come', 1), ('beat', 1), ('became', 1), ('served', 1), ('living', 1), ('return', 1), ('pick', 1), ('left', 1)]",[],[]
30212072,"A show-stopping middle-grade series about life in and out of the spotlight from Broadway stars and Internet sensations Andrew Keenan-Bolger and Kate Wetherhead.
Two weeks at Camp Curtain-Up is just what Jack and Louisa need to fuel their passion for theater: Broadway musical sing-alongs, outdoor rehearsals, and tons of new MTNs (musical theater nerds) to meet... maybe even a special someone. It almost feels like fate when the two friends return home to find local auditions for ""The Sound of Music."" But as Louisa fantasizes about frolicking in the Alps, Jack gets tempted by a student-run drama competition that would reunite the two with their camp friends. Will Jack get Louisa to skip an audition? Can Lou handle Jack as her director? And will someone finally get a big, Broadway happy ending?",Will,Jack,male,Creator,STABILITY,6,Jack,"[('presence', 1)]","[('need', 1), ('get', 1), ('got', 1)]","[('tempted', 1), ('handle', 1)]",[]
23299217,"Lights, camera, love!
After being plucked from obscurity, Hollywood's newest starlet, Paige Townsen, has a hit film to her name and Rainer Devon on her arm. But being half of the world's most famous couple comes with a price. No matter where Paige goes, someone is always watching. Soon she finds herself dodging photographers; hiding her feelings for her other costar, Jordan Wilder; and navigating tabloid scandals that threaten to tear her and Rainer apart--and end her career as quickly as it began.
As she navigates her new L.A. life in this sequel to Famous in Love, Paige finds that she doesn't know who to trust: Old friends could be betraying her secrets, and new friends are keeping secrets of their own.",Paige,Townsen,female,Lover,BELONGING,137,Paige,"[('life', 7), ('friends', 3), ('fame', 3), ('name', 2), ('arm', 2), ('feelings', 2), ('sister', 2), ('choice', 2), ('announcement', 2), ('Devon', 1)]","[('wants', 5), ('has', 5), ('does', 3), ('goes', 2), ('finds', 2), ('loves', 2), ('made', 2), ('saying', 2), ('hate', 2), ('trying', 2)]","[('meant', 2), ('tear', 1), ('liked', 1), ('hating', 1), ('hate', 1), ('changed', 1), ('torn', 1), ('gets', 1), ('accept', 1), ('see', 1)]","[('fortunate', 1), ('celebrity', 1), ('miserable', 1), ('comfortable', 1), ('happy', 1), ('unsure', 1), ('whiny', 1), ('alright', 1), ('character', 1)]"
9620044,"Leah thinks her battle with cancer is over. Then her beloved stepfather, Neil, reveals that he has been in remission but now is ill again. Leah seeks comfort in a visit to Amish country to see her boyfriend Ethan, whom she met while in the hospital for treatment. But Ethan is changing. He chooses to leave the family farm and stay with Leah's family. Ethan's simple Amish values collide with Leah's complex ""English"" world. Will the love they share help or hurt Leah as she faces the challenges ahead?",Ethan,,male,Lover,BELONGING,4,Ethan,"[('values', 1)]","[('changing', 1), ('chooses', 1)]",[],[]
15820679,"In this future-set novella by bestselling author Scott Westerfeld, Kieran Black lives in a ""perfect"" world. Disease and starvation have been eradicated, sleep is unnecessary, and it takes no time at all to go from the Bahamas to the moon. But now Kieran has to take Scarcity, a class about how people lived in the bad old days. And as if sitting through an hour of Scarcity every day wasn't depressing enough, it's final projects time. Each student must choose some form of ancient hardship to experience for two whole weeks. Kieran chooses having to sleep eight hours a night, which doesn't seem too annoying.
Maria Borsotti has never thought much of Kieran, but she decides to take pity on him and help him out with his project. Soon, Kieran is sleeping and having vivid dreams, while Maria, whose Scarcity project is to give up all teenage hormone regulation, is experiencing emotions she never knew she had. As their assignments draw them closer together, they begin to wonder if the olden days weren't so bad. Maybe something has been missing from their perfect lives after all?",Kieran,Black,male,Explorer,INDEPENDENCE,42,Kieran,"[('project', 2), ('classmates', 1), ('class', 1), ('headspace', 1), ('father', 1), ('request', 1), ('LISTEN', 1), ('room', 1)]","[('chooses', 5), ('has', 2), ('picked', 2), ('chosen', 2), ('sleeping', 1), ('having', 1), ('experiencing', 1), ('had', 1), ('sees', 1), ('distracted', 1)]","[('help', 1), ('distracted', 1), ('liked', 1)]","[('characters', 1), ('classmates', 1), ('charaters', 1), ('name', 1)]"
1603203,"Do not get to know me. Do not ask me out. Do not love me. Be warned! I am Jinx. Jinx doesn't start out as Jinx -- at first she's dull, safe, boring Jen. Jen who always hands her homework in on time, Jen who never stays out late, Jen who can always be counted on. When Jen's first boyfriend dies, she thinks she's unlucky...until her second boyfriend dies too. Jen is Jinx now -- a curse, a promise of bad luck, a girl who's angry and alone, who can't get close to people anymore. Can Jinx find her way back to being Jen again?",Jen,,female,Outlaw,MASTERY,11,Jen,"[('boyfriend', 2), ('homework', 1)]","[('thinks', 1)]",[],"[('unlucky', 1)]"
18629799,"Opposites attract--and then complicate--in this romantic, relatable novel from the author of Two-Way Streetand Sometimes It Happens.
It starts with a scribbled note in class: I like your sparkle. Harper had casually threaded a piece of blue and silver tinsel through her ponytail in honor of school spirit day. And that carefree, corny gesture is what grabs Penn Mattingly's eye. Penn--resident heartbreaker of the senior class. Reliably unreliable. Trouble with a capital ""T."" And okay, smolderingly sexy.
Harper's surprised by Penn's attention--and so is Penn. The last thing he needs is a girlfriend. Or even a friend-with-benefits. The note is not supposed to lead to anything.
Oh, but it does. They hang out. They have fun. They talk. They make out. And after a while, it seems like they just click. But Penn and Harper have very different ideas about what relationships look like, in no small part because of their very different family backgrounds. Of course they could talk about these differences--if Penn knew how to talk about feelings.
Harper and Penn understand their attraction is illogical, yet something keeps pulling them together. It's like a crazy roller coaster--exhilarating, terrifying, and amazing all at once. And neither knows how to stop the ride...",Penn,Mattingly's,male,Lover,BELONGING,61,Penn,"[('eye', 1), ('attention', 1), ('inabilities', 1), ('problem', 1), ('injury', 1), ('shoulder', 1), ('issues', 1), ('feelings', 1), ('parents', 1), ('POV', 1)]","[('has', 2), ('communicate', 2), ('needs', 1), ('have', 1), ('knew', 1), ('understand', 1), ('keeps', 1), ('noticed', 1), ('leaves', 1), ('liked', 1)]","[('like', 1), ('questioning', 1), ('watching', 1), ('blames', 1), ('love', 1)]","[('opposite', 1), ('different', 1), ('confident', 1), ('cocky', 1), ('heartbreaker', 1), ('boy', 1), ('better', 1), ('jerk', 1)]"
23296287,"Ben Wireman is partially deaf and completely insecure. The only two things that make him feel normal are being a soccer goalie and hanging out with his best friend, Tyler.
Tyler Nuson is the golden boy, worshiped by girls and guys alike. But Tyler's golden facade is cracking, and the dark secrets hidden behind it are oozing to the surface. Ben has no idea what to do when Tyler's memories of their past start poisoning everything, including their friendship.
Enter Ilona Pierce. With tattoos, blue hair, and almost no friends, she's exactly the kind of weirdo Ben has tried to avoid his entire life. But without Tyler, Ben isn't sure who he is anymore, and maybe, just maybe, hanging out with a freak is what he needs.
Wired Man and Other Freaks of Nature is a captivating and compelling story about the shifting dynamics between two best friends during their senior year in high school, as their loyalty to each other is tested by betrayal, secrets, girls, and the complex art of growing up.",Tyler,Nuson,male,Everyman,BELONGING,13,Tyler,"[('facade', 1), ('memories', 1), ('shadow', 1)]","[('acting', 1), ('getting', 1), ('does', 1)]","[('love', 1)]","[('boy', 1), ('guy', 1)]"
